"","year","lnw","female","widowed","divorced","separated","nevermarried","hsd08","hsd911","hsg","cg","ad","mw","so","we","exp1","exp2","exp3","exp4","weight","married","ne","sc"
"1699451",2012,1.62556684495212,1,0,1,0,0,0,0,0,0,0,0,1,0,26.5,7.0225,18.609625,49.31550625,1765.8,FALSE,FALSE,TRUE
"1699453",2012,3.6122683517421,0,0,0,0,1,0,1,0,0,0,0,1,0,9,0.81,0.729,0.6561,2265.46,FALSE,FALSE,FALSE
"1699454",2012,2.83907846350861,0,0,0,0,0,0,0,1,0,0,0,1,0,14,1.96,2.744,3.8416,1049.85,TRUE,FALSE,FALSE
"1699458",2012,2.30008196277593,0,0,0,0,0,0,1,0,0,0,0,1,0,24,5.76,13.824,33.1776,1173.93,TRUE,FALSE,FALSE
"1699460",2012,2.02263306660417,1,0,1,0,0,0,0,0,0,1,0,1,0,15,2.25,3.375,5.0625,898.11,FALSE,FALSE,FALSE
"1699462",2012,2.77453994237104,0,0,0,0,0,0,0,0,1,0,0,1,0,15,2.25,3.375,5.0625,939.84,TRUE,FALSE,FALSE
"1699463",2012,2.65675690671466,1,0,0,0,0,0,0,0,1,0,0,1,0,9,0.81,0.729,0.6561,939.84,TRUE,FALSE,FALSE
"1699464",2012,1.76759484222876,0,0,0,0,0,0,0,0,0,1,0,1,0,12,1.44,1.728,2.0736,2607.15,TRUE,FALSE,FALSE
"1699467",2012,2.97521063783319,0,0,1,0,0,0,1,0,0,0,0,1,0,10,1,1,1,1691.65,FALSE,FALSE,FALSE
"1699468",2012,1.85824921049689,1,0,1,0,0,0,1,0,0,0,0,1,0,23,5.29,12.167,27.9841,1691.65,FALSE,FALSE,FALSE
"1699469",2012,2.82105995800594,0,0,0,0,0,0,1,0,0,0,0,1,0,19,3.61,6.859,13.0321,1691.65,TRUE,FALSE,FALSE
"1699472",2012,2.14593128294867,1,0,1,0,0,0,0,1,0,0,0,1,0,14,1.96,2.744,3.8416,4943.42,FALSE,FALSE,FALSE
"1699474",2012,1.45278410238872,0,0,0,0,0,0,0,1,0,0,0,1,0,32,10.24,32.768,104.8576,3563.55,TRUE,FALSE,FALSE
"1699475",2012,2.87990045802887,0,0,0,0,0,0,0,1,0,0,0,1,0,17,2.89,4.913,8.3521,1764.9,TRUE,FALSE,FALSE
"1699476",2012,2.30008196277593,1,0,0,0,0,0,0,0,0,0,0,1,0,11,1.21,1.331,1.4641,1764.9,TRUE,FALSE,TRUE
"1699477",2012,2.43198703365587,1,0,1,0,0,0,0,0,0,0,0,1,0,8.5,0.7225,0.614125,0.52200625,1764.9,FALSE,FALSE,TRUE
"1699479",2012,2.23804657185647,0,0,0,0,0,0,0,0,0,0,0,1,0,33.5,11.2225,37.595375,125.94450625,3815.02,TRUE,FALSE,TRUE
"1699481",2012,2.30008196277593,0,0,0,0,0,0,0,0,0,0,0,1,0,4.5,0.2025,0.091125,0.04100625,2750.11,TRUE,FALSE,TRUE
"1699483",2012,2.80065108637473,0,0,0,0,0,0,0,0,0,0,0,1,0,21.5,4.6225,9.938375,21.36750625,2691.55,TRUE,FALSE,TRUE
"1699484",2012,2.32028467009345,0,0,0,0,0,0,0,1,0,0,0,1,0,34,11.56,39.304,133.6336,1663.65,TRUE,FALSE,FALSE
"1699485",2012,1.7404661748405,1,0,0,0,0,0,0,1,0,0,0,1,0,31,9.61,29.791,92.3521,1663.65,TRUE,FALSE,FALSE
"1699486",2012,2.0813927618111,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0.81,0.729,0.6561,2070.34,TRUE,FALSE,FALSE
"1699492",2012,3.03675034884915,0,0,0,0,0,0,0,1,0,0,0,1,0,34,11.56,39.304,133.6336,3681.39,TRUE,FALSE,FALSE
"1699495",2012,2.87990045802887,0,0,0,0,0,0,1,0,0,0,0,1,0,31,9.61,29.791,92.3521,3119.34,TRUE,FALSE,FALSE
"1699496",2012,2.27726728500976,1,0,0,0,0,0,0,1,0,0,0,1,0,30,9,27,81,3119.34,TRUE,FALSE,FALSE
"1699502",2012,2.23327329310382,0,0,0,0,0,0,0,1,0,0,0,1,0,33,10.89,35.937,118.5921,3775.86,TRUE,FALSE,FALSE
"1699503",2012,2.44053379824502,1,0,0,0,0,0,0,0,1,0,0,1,0,29,8.41,24.389,70.7281,3775.86,TRUE,FALSE,FALSE
"1699508",2012,2.54342822140766,0,0,0,0,1,0,0,1,0,0,0,1,0,7,0.49,0.343,0.2401,2306.31,FALSE,FALSE,FALSE
"1699509",2012,2.8552078454385,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2.56,4.096,6.5536,3515.83,TRUE,FALSE,FALSE
"1699510",2012,2.52322551409014,1,0,0,0,0,0,0,0,1,0,0,1,0,8,0.64,0.512,0.4096,3515.83,TRUE,FALSE,FALSE
"1699511",2012,2.70554707088409,0,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,3359.72,TRUE,FALSE,FALSE
"1699512",2012,2.70554707088409,1,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,3359.72,TRUE,FALSE,FALSE
"1699515",2012,3.30111392310517,0,0,0,0,1,0,0,1,0,0,0,1,0,10,1,1,1,4266.61,FALSE,FALSE,FALSE
"1699516",2012,2.77453994237104,1,0,0,0,0,0,0,0,1,0,0,1,0,9,0.81,0.729,0.6561,2932.29,TRUE,FALSE,FALSE
"1699517",2012,2.89970308532505,0,0,0,0,0,0,0,0,1,0,0,1,0,15,2.25,3.375,5.0625,2932.29,TRUE,FALSE,FALSE
"1699522",2012,2.87990045802887,1,0,0,0,0,0,0,1,0,0,0,1,0,20,4,8,16,1881.44,TRUE,FALSE,FALSE
"1699524",2012,2.70554707088409,1,0,0,0,0,0,0,0,0,0,0,1,0,18.5,3.4225,6.331625,11.71350625,1881.44,TRUE,FALSE,TRUE
"1699525",2012,2.85091292115562,0,0,0,0,0,0,0,1,0,0,0,1,0,34,11.56,39.304,133.6336,1901.51,TRUE,FALSE,FALSE
"1699526",2012,2.30008196277593,1,0,0,0,0,0,0,1,0,0,0,1,0,26,6.76,17.576,45.6976,1901.51,TRUE,FALSE,FALSE
"1699527",2012,3.46768712293099,0,0,0,0,0,0,1,0,0,0,0,1,0,11,1.21,1.331,1.4641,2104.81,TRUE,FALSE,FALSE
"1699529",2012,2.52322551409014,0,0,0,0,0,0,0,1,0,0,0,1,0,27,7.29,19.683,53.1441,1864.37,TRUE,FALSE,FALSE
"1699531",2012,3.41052870909104,0,0,0,0,0,0,0,1,0,0,0,1,0,24,5.76,13.824,33.1776,1772.21,TRUE,FALSE,FALSE
"1699532",2012,2.10337166852987,1,0,0,0,0,0,0,0,1,0,0,1,0,19,3.61,6.859,13.0321,1772.21,TRUE,FALSE,FALSE
"1699534",2012,3.41052870909104,0,0,0,0,0,0,0,0,0,1,0,1,0,16,2.56,4.096,6.5536,1859.73,TRUE,FALSE,FALSE
"1699535",2012,2.18675327746892,1,0,0,0,0,0,0,0,0,0,0,1,0,18.5,3.4225,6.331625,11.71350625,1886.86,TRUE,FALSE,TRUE
"1699536",2012,2.60364708140071,0,0,0,0,0,0,1,0,0,0,0,1,0,27,7.29,19.683,53.1441,1886.86,TRUE,FALSE,FALSE
"1699539",2012,2.22014506960966,1,0,1,0,0,0,0,1,0,0,0,1,0,14,1.96,2.744,3.8416,3825.48,FALSE,FALSE,FALSE
"1699540",2012,2.01239989032415,1,0,0,0,0,0,0,0,0,0,0,1,0,29,8.41,24.389,70.7281,2010.12,TRUE,FALSE,TRUE
"1699541",2012,2.83907846350861,1,0,1,0,0,0,0,0,0,0,0,1,0,7.5,0.5625,0.421875,0.31640625,2199.38,FALSE,FALSE,TRUE
"1699542",2012,3.20037235330364,1,0,0,0,0,0,0,1,0,0,0,1,0,35,12.25,42.875,150.0625,3503.24,TRUE,FALSE,FALSE
"1699543",2012,3.41052870909104,0,0,0,0,0,0,0,0,1,0,0,1,0,30,9,27,81,3503.24,TRUE,FALSE,FALSE
"1699545",2012,3.3499040872746,1,0,0,0,0,0,0,0,0,1,0,1,0,8,0.64,0.512,0.4096,1812.37,TRUE,FALSE,FALSE
"1699546",2012,3.28536556613703,0,0,0,0,0,0,0,1,0,0,0,1,0,19,3.61,6.859,13.0321,1851.22,TRUE,FALSE,FALSE
"1699548",2012,3.46768712293099,0,0,0,0,0,0,0,0,1,0,0,1,0,17,2.89,4.913,8.3521,1849.25,TRUE,FALSE,FALSE
"1699550",2012,3.21637269465008,1,0,1,0,0,0,0,0,1,0,0,1,0,13,1.69,2.197,2.8561,2858.77,FALSE,FALSE,FALSE
"1699551",2012,3.28536556613703,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0.64,0.512,0.4096,2920.97,TRUE,FALSE,FALSE
"1699552",2012,1.40399393821929,1,0,0,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,1868.98,TRUE,FALSE,FALSE
"1699553",2012,2.65675690671466,0,0,0,0,0,0,1,0,0,0,0,1,0,27,7.29,19.683,53.1441,1868.98,TRUE,FALSE,FALSE
"1699554",2012,2.26371431860505,1,0,0,0,0,0,0,1,0,0,0,1,0,19,3.61,6.859,13.0321,1857.22,TRUE,FALSE,FALSE
"1699555",2012,2.87990045802887,0,0,0,0,0,0,0,1,0,0,0,1,0,20,4,8,16,1857.22,TRUE,FALSE,FALSE
"1699557",2012,2.91912117118215,0,0,0,0,0,0,0,0,0,0,0,1,0,32,10.24,32.768,104.8576,3771.84,TRUE,FALSE,TRUE
"1699558",2012,4.13266342652424,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0.04,0.008,0.0016,3799.92,FALSE,FALSE,FALSE
"1699559",2012,2.75206708651898,1,0,1,0,0,0,0,0,1,0,0,1,0,18,3.24,5.832,10.4976,2136.91,FALSE,FALSE,FALSE
"1699560",2012,2.55139639105683,1,0,1,0,0,0,0,1,0,0,0,1,0,34,11.56,39.304,133.6336,3615.32,FALSE,FALSE,FALSE
"1699563",2012,2.25627934011753,1,0,0,0,0,0,0,0,0,0,0,1,0,28.5,8.1225,23.149125,65.97500625,1853.72,TRUE,FALSE,TRUE
"1699564",2012,3.75536919538277,0,0,0,0,0,0,0,0,0,0,0,1,0,28,7.84,21.952,61.4656,1853.72,TRUE,FALSE,TRUE
"1699565",2012,2.79651884908982,0,0,0,0,0,0,0,0,0,0,0,1,0,15.5,2.4025,3.723875,5.77200625,3485.78,TRUE,FALSE,TRUE
"1699566",2012,3.67740765391306,1,0,0,0,0,0,0,0,0,1,0,1,0,10,1,1,1,3485.78,TRUE,FALSE,FALSE
"1699569",2012,3.49448531608571,1,0,0,0,0,0,0,1,0,0,0,1,0,35,12.25,42.875,150.0625,3319.44,TRUE,FALSE,FALSE
"1699570",2012,3.03145035615607,0,0,0,0,0,0,0,1,0,0,0,1,0,30,9,27,81,3408.94,TRUE,FALSE,FALSE
"1699571",2012,2.36907483426288,1,0,0,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,3408.94,TRUE,FALSE,FALSE
"1699572",2012,1.96360972615471,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.01,0.001,1e-04,3799.92,FALSE,FALSE,FALSE
"1699573",2012,3.18411183243186,1,0,0,0,1,0,0,0,1,0,0,1,0,2,0.04,0.008,0.0016,4161.44,FALSE,FALSE,FALSE
"1699574",2012,2.87990045802887,1,0,0,0,1,0,0,0,1,0,0,1,0,7,0.49,0.343,0.2401,3860.35,FALSE,FALSE,FALSE
"1699575",2012,2.11515962428192,0,0,0,0,0,0,0,0,0,0,0,1,0,9.5,0.9025,0.857375,0.81450625,3860.35,TRUE,FALSE,TRUE
"1699576",2012,2.2047717829716,1,0,0,0,0,0,0,0,0,0,0,1,0,10.5,1.1025,1.157625,1.21550625,3860.35,TRUE,FALSE,TRUE
"1699578",2012,2.82381099137783,0,0,0,0,0,0,0,0,0,0,0,1,0,13.5,1.8225,2.460375,3.32150625,1806.89,TRUE,FALSE,TRUE
"1699580",2012,1.55814461804655,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0.01,0.001,1e-04,3598.98,FALSE,FALSE,FALSE
"1699582",2012,3.21637269465008,0,0,0,0,0,0,0,0,1,0,0,1,0,22,4.84,10.648,23.4256,2028.41,TRUE,FALSE,FALSE
"1699587",2012,3.26986137960107,0,0,0,0,0,0,0,0,0,0,0,1,0,31.5,9.9225,31.255875,98.45600625,1983.5,TRUE,FALSE,TRUE
"1699589",2012,3.1267855356479,0,0,0,0,0,0,0,0,1,0,0,1,0,29,8.41,24.389,70.7281,2267.81,TRUE,FALSE,FALSE
"1699590",2012,2.89791896353155,1,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,2267.81,TRUE,FALSE,FALSE
"1699593",2012,3.14226472249636,0,0,0,0,0,0,0,1,0,0,0,1,0,12,1.44,1.728,2.0736,2287.8,TRUE,FALSE,FALSE
"1699595",2012,1.96360972615471,0,0,0,1,0,0,1,0,0,0,0,1,0,29,8.41,24.389,70.7281,2388.47,FALSE,FALSE,FALSE
"1699597",2012,3.52175434420126,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0.49,0.343,0.2401,3825.48,TRUE,FALSE,TRUE
"1699599",2012,2.40186465708587,1,0,1,0,0,0,0,1,0,0,0,1,0,29,8.41,24.389,70.7281,3507.84,FALSE,FALSE,FALSE
"1699600",2012,2.83907846350861,0,0,1,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,3507.84,FALSE,FALSE,FALSE
"1699601",2012,2.52322551409014,0,0,0,0,0,0,0,1,0,0,0,1,0,34,11.56,39.304,133.6336,3768.97,TRUE,FALSE,FALSE
"1699604",2012,2.87990045802887,0,0,0,0,0,0,0,0,0,0,0,1,0,22,4.84,10.648,23.4256,2755.58,TRUE,FALSE,TRUE
"1699609",2012,-2.56459941869725,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1.44,1.728,2.0736,5279.13,TRUE,FALSE,FALSE
"1699610",2012,1.78925633900994,1,0,0,0,0,0,0,1,0,0,0,1,0,6,0.36,0.216,0.1296,5279.13,TRUE,FALSE,FALSE
"1699612",2012,2.65675690671466,0,0,1,0,0,0,0,0,1,0,0,1,0,14,1.96,2.744,3.8416,2931.18,FALSE,FALSE,FALSE
"1699614",2012,2.82381099137783,0,0,0,0,0,0,0,0,0,0,0,1,0,33,10.89,35.937,118.5921,3193.55,TRUE,FALSE,TRUE
"1699618",2012,1.96360972615471,0,0,1,0,0,0,0,1,0,0,0,1,0,33,10.89,35.937,118.5921,4227.05,FALSE,FALSE,FALSE
"1699619",2012,3.1267605359604,0,0,0,0,0,0,0,0,0,0,0,1,0,22.5,5.0625,11.390625,25.62890625,2803.28,TRUE,FALSE,TRUE
"1699622",2012,3.14226472249636,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0.49,0.343,0.2401,2197.18,TRUE,FALSE,FALSE
"1699625",2012,2.55139639105683,1,0,0,0,0,0,0,0,0,1,0,1,0,24,5.76,13.824,33.1776,3743.47,TRUE,FALSE,FALSE
"1699626",2012,2.59488150299657,0,0,0,0,0,0,0,1,0,0,0,1,0,29,8.41,24.389,70.7281,3743.47,TRUE,FALSE,FALSE
"1699627",2012,3.06222201482282,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0.36,0.216,0.1296,5847.07,FALSE,FALSE,FALSE
"1699628",2012,3.58299796944198,0,0,0,0,0,0,0,0,0,0,0,1,0,15.5,2.4025,3.723875,5.77200625,2736.94,TRUE,FALSE,TRUE
"1699629",2012,1.45278410238872,1,0,0,0,0,0,0,1,0,0,0,1,0,15,2.25,3.375,5.0625,2736.94,TRUE,FALSE,FALSE
"1699630",2012,2.26371431860505,0,0,0,0,0,0,0,1,0,0,0,1,0,19,3.61,6.859,13.0321,5018.84,TRUE,FALSE,FALSE
"1699631",2012,1.80109079665694,1,0,0,0,0,0,0,1,0,0,0,1,0,21,4.41,9.261,19.4481,5018.84,TRUE,FALSE,FALSE
"1699632",2012,3.60260644083036,0,0,1,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,4179.9,FALSE,FALSE,FALSE
"1699633",2012,2.55139639105683,1,0,1,0,0,0,0,0,0,1,0,1,0,11,1.21,1.331,1.4641,2736.94,FALSE,FALSE,FALSE
"1699634",2012,3.97851274669698,0,0,0,0,0,0,0,0,1,0,0,1,0,30,9,27,81,3452.22,TRUE,FALSE,FALSE
"1699635",2012,1.45278410238872,1,0,0,0,0,0,0,1,0,0,0,1,0,32,10.24,32.768,104.8576,3452.22,TRUE,FALSE,FALSE
"1699636",2012,2.79651884908982,1,0,0,0,0,0,0,0,0,1,0,1,0,8,0.64,0.512,0.4096,1811.02,TRUE,FALSE,FALSE
"1699640",2012,3.14226472249636,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5,0.3025,0.166375,0.09150625,2004.64,TRUE,FALSE,TRUE
"1699641",2012,2.65675690671466,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.01,0.001,1e-04,2004.64,TRUE,FALSE,FALSE
"1699644",2012,2.09714111877924,1,0,0,0,0,0,0,0,1,0,0,1,0,5,0.25,0.125,0.0625,1906.47,TRUE,FALSE,FALSE
"1699645",2012,2.87990045802887,0,0,0,0,0,0,0,0,0,0,0,1,0,11.5,1.3225,1.520875,1.74900625,1906.47,TRUE,FALSE,TRUE
"1699646",2012,2.77453994237104,0,0,0,0,0,0,0,0,0,1,0,1,0,15,2.25,3.375,5.0625,2122.45,TRUE,FALSE,FALSE
"1699650",2012,1.96360972615471,0,0,0,0,0,0,0,0,0,0,0,1,0,25.5,6.5025,16.581375,42.28250625,2674.03,TRUE,FALSE,TRUE
"1699651",2012,2.73899500495163,1,0,0,0,0,0,0,1,0,0,0,1,0,21,4.41,9.261,19.4481,2674.03,TRUE,FALSE,FALSE
"1699655",2012,3.41052870909104,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2.25,3.375,5.0625,2680.95,TRUE,FALSE,FALSE
"1699656",2012,2.65675690671466,1,0,1,0,0,0,0,0,0,0,0,1,0,20,4,8,16,2676.71,FALSE,FALSE,TRUE
"1699657",2012,1.92278773163446,0,0,0,0,1,0,0,1,0,0,0,1,0,8,0.64,0.512,0.4096,6033.85,FALSE,FALSE,FALSE
"1699659",2012,3.42994679494814,0,0,0,0,0,0,0,1,0,0,0,1,0,35,12.25,42.875,150.0625,1758.39,TRUE,FALSE,FALSE
"1699660",2012,2.30008196277593,0,0,0,0,1,0,0,1,0,0,0,1,0,12,1.44,1.728,2.0736,1776.34,FALSE,FALSE,FALSE
"1699661",2012,2.69597761986794,0,0,0,0,1,0,0,1,0,0,0,1,0,9,0.81,0.729,0.6561,2063.41,FALSE,FALSE,FALSE
"1699663",2012,2.91912117118215,0,0,0,0,0,0,0,0,0,0,0,1,0,27.5,7.5625,20.796875,57.19140625,1932.61,TRUE,FALSE,TRUE
"1699666",2012,3.31168287445441,0,0,1,0,0,0,0,0,0,1,0,1,0,27,7.29,19.683,53.1441,2933.3,FALSE,FALSE,FALSE
"1699668",2012,3.46768712293099,0,0,0,0,0,0,0,0,1,0,0,1,0,26,6.76,17.576,45.6976,3171.94,TRUE,FALSE,FALSE
"1699674",2012,3.06222201482282,0,0,0,0,0,1,0,0,0,0,0,1,0,25.5,6.5025,16.581375,42.28250625,2776.95,TRUE,FALSE,FALSE
"1699676",2012,2.18675327746892,1,1,0,0,0,0,0,1,0,0,0,1,0,35,12.25,42.875,150.0625,3852.75,FALSE,FALSE,FALSE
"1699678",2012,3.3499040872746,0,0,0,0,0,0,0,0,0,1,0,1,0,18,3.24,5.832,10.4976,1962.92,TRUE,FALSE,FALSE
"1699680",2012,2.74191471505497,0,0,0,1,0,0,0,0,0,0,0,1,0,7.5,0.5625,0.421875,0.31640625,2161.83,FALSE,FALSE,TRUE
"1699682",2012,2.2182519445283,1,0,1,0,0,0,0,0,0,0,0,1,0,23.5,5.5225,12.977875,30.49800625,3703.3,FALSE,FALSE,TRUE
"1699683",2012,2.88985078888204,0,0,1,0,0,0,0,0,1,0,0,1,0,14,1.96,2.744,3.8416,3703.3,FALSE,FALSE,FALSE
"1699685",2012,2.51015343252278,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1.69,2.197,2.8561,2389.3,TRUE,FALSE,TRUE
"1699686",2012,2.36907483426288,1,0,0,0,0,0,0,0,1,0,0,1,0,24,5.76,13.824,33.1776,3629.28,TRUE,FALSE,FALSE
"1699687",2012,2.63143909873037,0,0,0,0,0,0,0,1,0,0,0,1,0,24,5.76,13.824,33.1776,3629.28,TRUE,FALSE,FALSE
"1699689",2012,2.89128637218871,1,0,1,0,0,0,0,0,0,0,0,1,0,23,5.29,12.167,27.9841,4635.42,FALSE,FALSE,TRUE
"1699691",2012,2.36907483426288,0,0,0,0,0,0,0,1,0,0,0,1,0,19,3.61,6.859,13.0321,2019.61,TRUE,FALSE,FALSE
"1699693",2012,2.7763161417723,0,0,0,0,1,0,0,1,0,0,0,1,0,6,0.36,0.216,0.1296,2478.9,FALSE,FALSE,FALSE
"1699695",2012,3.39072608179486,0,0,0,0,0,0,0,1,0,0,0,1,0,33,10.89,35.937,118.5921,3469.31,TRUE,FALSE,FALSE
"1699696",2012,3.06222201482282,0,0,0,1,0,0,0,0,0,0,0,1,0,30.5,9.3025,28.372625,86.53650625,2291.37,FALSE,FALSE,TRUE
"1699698",2012,3.57304763858881,0,0,0,0,0,0,0,0,0,0,0,1,0,28,7.84,21.952,61.4656,1851.64,TRUE,FALSE,TRUE
"1699699",2012,2.40186465708587,1,0,1,0,0,0,0,1,0,0,0,1,0,20,4,8,16,1822.59,FALSE,FALSE,FALSE
"1699700",2012,2.87990045802887,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2.25,3.375,5.0625,2700.16,TRUE,FALSE,TRUE
"1699702",2012,2.65675690671466,0,0,0,0,0,0,0,0,0,0,0,1,0,24.5,6.0025,14.706125,36.03000625,1804.29,TRUE,FALSE,TRUE
"1699705",2012,3.14226472249636,1,0,1,0,0,0,0,0,0,1,0,1,0,13,1.69,2.197,2.8561,4243.05,FALSE,FALSE,FALSE
"1699706",2012,2.55139639105683,0,0,0,0,1,0,0,1,0,0,0,1,0,30,9,27,81,4227.21,FALSE,FALSE,FALSE
"1699707",2012,2.81802505431078,0,0,0,0,0,0,0,1,0,0,0,1,0,22,4.84,10.648,23.4256,2019.61,TRUE,FALSE,FALSE
"1699708",2012,2.77453994237104,1,0,0,0,0,0,0,0,0,0,0,1,0,14.5,2.1025,3.048625,4.42050625,2019.61,TRUE,FALSE,TRUE
"1699711",2012,2.52322551409014,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0.25,0.125,0.0625,5734.98,TRUE,FALSE,TRUE
"1699712",2012,2.77453994237104,1,0,0,0,0,0,0,1,0,0,0,1,0,34,11.56,39.304,133.6336,2075.75,TRUE,FALSE,FALSE
"1699714",2012,3.5528449312713,0,0,0,0,0,0,0,0,1,0,0,1,0,26,6.76,17.576,45.6976,1924.57,TRUE,FALSE,FALSE
"1699715",2012,2.52322551409014,1,0,1,0,0,0,0,0,1,0,0,1,0,20,4,8,16,3527.71,FALSE,FALSE,FALSE
"1699717",2012,2.36907483426288,0,0,0,0,0,0,0,0,1,0,0,1,0,21,4.41,9.261,19.4481,2743.45,TRUE,FALSE,FALSE
"1699718",2012,2.05891990595904,0,0,0,0,0,0,0,1,0,0,0,1,0,9,0.81,0.729,0.6561,2700.16,TRUE,FALSE,FALSE
"1699721",2012,3.14226472249636,0,0,0,0,0,0,0,0,1,0,0,1,0,26,6.76,17.576,45.6976,1910.66,TRUE,FALSE,FALSE
"1699722",2012,3.10144272797611,0,0,0,0,1,0,0,0,1,0,0,1,0,22,4.84,10.648,23.4256,3470.04,FALSE,FALSE,FALSE
"1699726",2012,1.96360972615471,1,0,0,0,0,0,0,1,0,0,0,1,0,21,4.41,9.261,19.4481,2927.65,TRUE,FALSE,FALSE
"1699727",2012,3.06222201482282,0,0,0,0,0,0,0,1,0,0,0,1,0,22,4.84,10.648,23.4256,2927.65,TRUE,FALSE,FALSE
"1699728",2012,1.96360972615471,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2.56,4.096,6.5536,2019.61,TRUE,FALSE,FALSE
"1699730",2012,2.52322551409014,0,0,0,0,0,0,1,0,0,0,0,1,0,10,1,1,1,1962.92,TRUE,FALSE,FALSE
"1699733",2012,2.18675327746892,1,0,0,0,0,0,0,0,0,1,0,1,0,25,6.25,15.625,39.0625,3469.31,TRUE,FALSE,FALSE
"1699736",2012,2.55139639105683,0,1,0,0,0,0,1,0,0,0,0,1,0,33,10.89,35.937,118.5921,4592.06,FALSE,FALSE,FALSE
"1699737",2012,2.89970308532505,1,0,0,0,0,0,0,0,0,1,0,1,0,27,7.29,19.683,53.1441,3892.03,TRUE,FALSE,FALSE
"1699739",2012,1.96370972115505,0,0,0,0,0,0,0,1,0,0,0,1,0,29,8.41,24.389,70.7281,5489.35,TRUE,FALSE,FALSE
"1699740",2012,1.96370972115505,1,0,0,0,0,0,0,1,0,0,0,1,0,24,5.76,13.824,33.1776,5489.35,TRUE,FALSE,FALSE
"1699742",2012,1.27046254559477,1,0,1,0,0,0,0,1,0,0,0,1,0,17,2.89,4.913,8.3521,2019.61,FALSE,FALSE,FALSE
"1699743",2012,2.87994045722889,0,0,1,0,0,0,0,1,0,0,0,1,0,25,6.25,15.625,39.0625,2019.61,FALSE,FALSE,FALSE
"1699744",2012,2.77453994237104,0,0,0,0,0,0,0,1,0,0,0,1,0,19,3.61,6.859,13.0321,1800.63,TRUE,FALSE,FALSE
"1699745",2012,2.12487787375084,1,0,0,0,0,0,0,0,1,0,0,1,0,16,2.56,4.096,6.5536,1800.63,TRUE,FALSE,FALSE
"1699747",2012,1.71229529787381,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2.25,3.375,5.0625,1889.55,TRUE,FALSE,FALSE
"1699748",2012,2.91912117118215,1,0,1,0,0,0,0,0,0,1,0,1,0,13,1.69,2.197,2.8561,1889.55,FALSE,FALSE,FALSE
"1699749",2012,1.91231643176716,0,0,0,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,2777.72,TRUE,FALSE,FALSE
"1699756",2012,1.53979547937835,1,0,0,0,0,0,0,1,0,0,0,1,0,32,10.24,32.768,104.8576,1910.76,TRUE,FALSE,FALSE
"1699764",2012,3.38671806039732,1,0,0,0,0,0,0,1,0,0,0,1,0,24,5.76,13.824,33.1776,1747.68,TRUE,FALSE,FALSE
"1699765",2012,2.43361335540045,1,0,0,0,0,0,0,0,1,0,0,1,0,5,0.25,0.125,0.0625,1919.45,TRUE,FALSE,FALSE
"1699766",2012,2.65675690671466,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0.49,0.343,0.2401,1919.45,TRUE,FALSE,FALSE
"1699770",2012,2.30008196277593,0,0,0,0,1,0,1,0,0,0,0,1,0,9,0.81,0.729,0.6561,2096.6,FALSE,FALSE,FALSE
"1699771",2012,2.52322551409014,1,0,0,0,0,0,0,0,0,0,0,1,0,22,4.84,10.648,23.4256,3970.52,TRUE,FALSE,TRUE
"1699772",2012,2.3351732825872,0,0,0,0,0,0,0,0,0,0,0,1,0,27,7.29,19.683,53.1441,3970.52,TRUE,FALSE,TRUE
"1699773",2012,3.14226472249636,0,0,1,0,0,0,0,1,0,0,0,1,0,28,7.84,21.952,61.4656,1703.59,FALSE,FALSE,FALSE
"1699775",2012,1.84109435680362,0,0,0,0,1,0,1,0,0,0,0,1,0,8,0.64,0.512,0.4096,2040.26,FALSE,FALSE,FALSE
"1699776",2012,2.31426659776788,1,0,0,0,1,0,0,0,0,0,0,1,0,5.5,0.3025,0.166375,0.09150625,5279.13,FALSE,FALSE,TRUE
